"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE4002A","CON-40-143728-4","CON-00-147867-2","CON-00-136622-3","Tagine of vegetables and feta","with potatoes and roasted nuts","Tajine van groenten en feta","met aardappels en geroosterde noten","Grøntsagstagine med feta","Gemüse-Tagine mit Feta","565056","Tajine van groente en feta 399g","FA-NL Tajine van groenten en feta (FE4002)","FA-NO Grøntsagstagine med feta (FE4002)","FA-DE Gemüse-Tagine mit Feta (FE4002)","Hold","on hold due to change in RM raisins, sunflower oil was replaced with cotton seed oil","€5.15","","","","","TRUE","399","572.0","35.50","8.1","37.9","17.5","14.1","16.60","1.71","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Vegetable","Potato Non-Mash","Nuts","Tomato Based Sauce","Carrots","Year Round","Moroccan","","2 CT","TRUE","€2.97","€0.98","€0.36","€0.89","#REF!","#REF!","#REF!","271","FALSE","2,382.0","Local Development","Grönsakstagine","","","","Hold","FALSE","FALSE","597","143","8.9","2.0","9.5","4.4"
"FE4006A","CON-40-143740-4","CON-00-147870-2","CON-00-136664-3","Pork tenderloin in sundried tomato sauce","with cauliflower mash and broccoli","Varkenshaas in zongedroogde tomatensaus","met bloemkoolpuree en broccoli","Svinemørbrad i soltørret tomatsauce","Schweinefilet in Sonnentomaten-Sauce","565063","HF Varkenshaas met tomatensaus 384g","FA-NL Varkenshaas in Zongedroogde Tomatensaus (FE4006)","FA-NO Svinemørbrad i soltørret tomatsauce (FE4006)","FA-DE Schweinefilet in Sauce aus sonnengetrockneten Tomaten (FE4006)","Active","","€4.98","","","","","FALSE","369","638.0","50.80","22.3","10.0","7.2","5.5","32.00","1.89","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Cauliflower Mash","Tomato Based Sauce","Broccoli","Cauliflower Florets","Year Round","Italian","","2 CT","FALSE","€2.51","€1.22","€0.36","€0.89","3.22","3.23","3.24","199","FALSE","2,646.0","Frankenstein","Fläskfilé i sås på soltorkade tomater","3.21","3.29","","Active","FALSE","FALSE","717","173","13.8","6.1","2.7","1.9"
"FE4008A","CON-40-143651-4","CON-00-147872-2","CON-00-136665-3","Indian style curry with cauliflower","with sweet potato, bell pepper, and pumkin seeds","Bloemkoolcurry met knoflook-gemberrijst","met zoete aardappel, paprika en pompoenpitten","Indisk karry med blomkål","Indisches Blumenkohl-Curry","565068","HF Bloemkoolcurry met knoflook-gemberrijst 420g","FA-NL Bloemkoolcurry met knoflook-gemberrijst (FE4008)","FA-NO Indisk karry med blomkål (FE4008)","FA-DE Indisches Curry mit Blumenkohl (FE4008)","Hold","on hold due to quality issues","€3.82","","","","","TRUE","420","588.0","26.20","11.2","67.5","14.9","9.9","14.50","2.02","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Rice","Cauliflower Florets","Sweet Potato","Rice","Seeds","Year Round","Indian","","2 CT","FALSE","€1.55","€1.06","€0.36","€0.89","#REF!","#REF!","#REF!","184","FALSE","2,457.0","Local Development","Indisk curry med blomkål","","","","Hold - Rework","FALSE","FALSE","585","140","6.2","2.7","16.1","3.6"
"FE4014B","CON-40-143720-4","CON-00-147877-2","CON-00-136675-3","Creamy basil risotto with chicken","with courgette, peas, and parsley","Romige basilicum-risotto met kipfilet","met courgette, doperwten en peterselie","Cremet basilikumrisotto med kylling","Cremiges Basilikum-Risotto","565122","","FA-NL Romige basilicum-risotto met kipfilet (FE4014)","FA-NO Cremet basilikumrisotto med kylling (FE4014)","FA-DE Cremiges Basilikum-Risotto (FE4014)","Hold","improved version to make the risotto more flavourful and creamy","€5.12","","","","","TRUE","429","544.0","24.00","8.6","44.2","9.9","5.9","34.20","1.91","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Risotto","Zucchini Half Moon","Peas","Red bell pepper","Year Round","Italian","","2 CT","FALSE","€2.63","€1.24","€0.36","€0.89","3.35","3.39","3.24","171","FALSE","2,279.0","Frankenstein","Krämig basilikarisotto med kyckling","3.37","3.33","","Proven","FALSE","FALSE","531","127","5.6","2.0","10.3","2.3"
"FE4015A","CON-40-143658-4","CON-00-147878-2","CON-00-136674-3","Grilled chicken and ratatouille","with mozzarella, potato wedges and garlic sauce","Gegrilde kipfilet en ratatouille","met mozzarella, aardappelpartjes en knoflooksaus","Grillet kylling og ratatouille","Grillhähnchen und Ratatouille","565072","HF Gegrilde kipfilet en ratatouille 429g","FA-NL Gegrilde kipfilet & ratatouille (FE4015)","FA-NO Grillet kylling og ratatouille (FE4015)","FA-DE Grillhähnchen und Ratatouille (FE4015)","Hold","","€4.87","","","","","TRUE","429","493.0","23.20","6.0","30.0","11.2","9.0","35.60","2.04","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Zucchini Diced","Tomato Based Sauce","Pepper Mix","Potato Non-Mash","Year Round","French","","2 CT","TRUE","€2.40","€1.19","€0.39","€0.89","3.34","3.37","3.20","163","FALSE","2,059.0","Frankenstein","Grillad kyckling och ratatouille","3.42","3.19","","Proven","FALSE","FALSE","480","115","5.4","1.4","7.0","2.6"
"FE4019A","CON-40-143680-4","CON-00-147879-2","CON-00-136624-3","Chicken & green cabbage in cheese sauce","with sweet potato and green beans with almond","Kipfilet & groene kool in kaassaus ","met zoete aardappel en sperziebonen met amandel","Kylling og grønkål i ostesauce","Hähnchenbrust mit Grünkohl in Käsesauce","565078","HF Gegrilde Kipfilet op gesmoorde kool met kaas 400g","FA-NL Kipfilet & groene kool in kaassaus (FE4019)","FA-NO Kylling og grønkål i ostesauce (FE4019)","FA-DE Hähnchenbrust mit Grünkohl in Käsesauce (FE4019)","Active","","€5.04","","","","","TRUE","400","612.0","32.20","9.4","36.5","14.1","12.9","37.20","2.00","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Cabbage","Sweet Potato","Green Beans","Nuts","Year Round","American","","2 CT","FALSE","€2.51","€1.28","€0.36","€0.89","#REF!","#REF!","#REF!","159","FALSE","2,560.0","Frankenstein","Kyckling och savoykål i ostsås","","","","Hold","FALSE","FALSE","640","153","8.1","2.3","9.1","3.5"
"FE4020A","CON-40-143662-4","CON-00-147881-2","CON-00-136679-3","Grilled pork tenderloin with broccoli in peppersauce","with cauliflower rice in rosemary-cheesesauce","Gegrilde varkenshaas met broccoli in paprikasaus","met bloemkoolrijst in rozemarijn-kaassaus ","Grillet svinemørbrad med broccoli i pebersauce","Gegrilltes Schweinefilet mit Brokkoli in Paprikasauce","565071","HF Gegrilde varkenshaas met broccoli in paprikasaus","FA-NL Gegrilde varkenshaas met broccoli in paprikasaus (FE4020)","FA-NO Grillet svinemørbrad med broccoli i pebersauce (FE4020)","FA-DE Gegrilltes Schweinefilet mit Brokkoli in Paprikasauce (FE4020)","Active","","€5.14","","","","","FALSE","381","564.0","38.40","16.6","14.1","9.9","6.2","36.80","2.04","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Cauliflower Rice","Broccoli","Cheese","Compound Butter","Year Round","American","","2 CT","FALSE","€2.71","€1.18","€0.36","€0.89","3.14","3.23","3.43","176","FALSE","2,347.0","Frankenstein","Grillad fläskfilé med broccoli i paprikasås","3.44","3.35","","Active","FALSE","FALSE","616","148","10.1","4.4","3.7","2.6"
"FE4021A","CON-40-143669-4","CON-00-147882-2","CON-00-136681-3","Savory chickpeacake & couscous","with Morrocan spices, grilled peppersauce and feta","Hartige kikkererwtentaart & couscous","met Marokkaanse kruiden, gegrilde paprikasaus en feta","Marokkansk kikærtekage og couscous ","Herzhafte Kichererbsenpfanne mit Couscous","565073","HF Kruidige kikkererwt","FA-NL Hartige kikkererwtentaart & couscous (FE4021)","FA-NO Marokkansk kikærtekage og couscous (FE4021)","FA-DE Herzhafte Kichererbsenpfanne mit Couscous (FE4021)","Hold","on hold due to change in RM raisins, sunflower oil was replaced with cotton seed oil","€3.94","","","","","TRUE","404","614.0","21.70","6.5","74.3","19.9","16.4","21.10","2.02","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Legumes","Veggie-based Cake","Couscous","Chickpeas","Tomato Based Sauce","Year Round","Moroccan","","2 CT","FALSE","€1.75","€0.98","€0.36","€0.89","#REF!","#REF!","#REF!","151","FALSE","2,573.0","Local Development","Marockansk kikärtskaka och couscous ","","","","Hold","FALSE","FALSE","637","152","5.4","1.6","18.4","4.9"
"FE4024A","CON-40-143661-4","CON-00-147885-2","CON-00-136689-3","Vegetarian shawarma-style cauliflower bowl","with couscous, chickpeas and garlic sauce","Vegetarische shoarma-stijl bloemkool bowl","met couscous, kikkererwten en knoflooksaus","Vegetarisk shawarma-inspireret bowl ","Vegetarische Shawarma-Blumenkohlschale","565083","","FA-NL Vegetarische shoarma-stijl bloemkool bowl (FE4024)","FA-NO Vegetarisk shawarma-inspireret bowl (FE4024)","FA-DE Vegetarische Shawarma-Blumenkohlschale (FE4024)","Hold","on hold due to change in RM raisins, sunflower oil was replaced with cotton seed oil","€3.75","","","","","TRUE","414","522.0","17.00","6.6","64.6","18.2","13.3","20.30","1.90","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Legumes","Couscous","Cauliflower Florets","Red bell pepper","Cheese","Year Round","Mediterranean","","2 CT","TRUE","€1.55","€0.97","€0.39","€0.89","#REF!","#REF!","#REF!","177","FALSE","2,190.0","Local Development","Vegetarisk bowl med shawarmakryddad blomkål","","","","Hold","FALSE","FALSE","529","126","4.1","1.6","15.6","4.4"
"FE4025A","CON-40-143729-4","CON-00-147886-2","CON-00-136688-3","Tagine-style chicken","with whole grain couscous, currants and feta","Tajine-stijl kip","met volkoren couscous, rozijnen en feta","Kyllingetagine","Hähnchen „Tagine-Art""","565081","HF Marokannse stijl kip","FA-NL Tajine-stijl kip (FE4025)","FA-NO Kyllingetagine (FE4025)","FA-DE Huhn „Tagine-Art"" (FE4025)","Hold","on hold due to change in RM raisins, sunflower oil was replaced with cotton seed oil","€4.52","","","","","TRUE","392","545.0","20.40","5.9","54.9","20.4","10.2","29.40","1.88","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Shredded chicken","Chicken","Shredded","Couscous","Red bell pepper","Zucchini Diced","Tomato Based Sauce","Year Round","Moroccan","","2 CT","FALSE","€2.31","€1.01","€0.36","€0.89","#REF!","#REF!","#REF!","165","FALSE","2,285.0","Frankenstein","Kycklingtagine","","","","Hold","FALSE","TRUE","583","139","5.2","1.5","14.0","5.2"
"FE4026A","CON-40-143650-4","CON-00-147887-2","CON-00-136690-3","Mediterranean vegetable dish with eggplant","with potato, zucchini and spicy green beans","Mediterrane groenteschotel met aubergine","met aardappel, courgette en pittige sperziebonen","Middelhavsgrøntsagsret med aubergine","Mediterranes Gemüse mit Auberginen","565084","HF Aubergine parmezaanse ovenschotel","FA-NL - Mediterrane groenteschotel met aubergine (FE4026)","FA-NO Middelhavsgrøntsagsret med aubergine (FE4026)","FA-DE Mediterranes Gemüse mit Auberginen (FE4026)","Hold","on hold due to quality issues","€3.96","","","","","TRUE","449","512.0","30.50","8.1","31.4","13.5","13.0","19.80","1.89","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Vegetable","Zucchini Diced","Potato Non-Mash","Green Beans","Aubergine","Year Round","Italian","","2 CT","FALSE","€1.77","€0.99","€0.36","€0.89","#REF!","#REF!","#REF!","256","FALSE","2,133.0","Local Development","Medelhavsinspirerad grönsaksrätt med aubergine","","","","Hold","FALSE","FALSE","475","114","6.8","1.8","7.0","3.0"
"FE4037A","CON-40-143701-4","CON-00-147891-2","CON-00-136707-3","Miso-mushrooms","with garlic-lime rice, spinach, peanuts and sweet soy dressing","Miso-champignons","met knoflook-limoenrijst, spinazie, pinda's en zoete sojadressing","Miso-svampe","Miso-Pilze","565099","","FA-NL Miso-champignons (FE4037)","FA-NO Miso-svampe (FE4037)","FA-DE Miso-Pilze (FE4037)","Active","","€4.00","","","","","TRUE","404","602.0","29.10","4.4","60.2","14.5","10.1","19.40","1.98","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","Vegetarian","Vegetarian","Rice","Rice","Mushrooms","Spinach","Broccoli","Year Round","Japanese","","2 CT","TRUE","€1.58","€1.14","€0.39","€0.89","#REF!","#REF!","#REF!","213","FALSE","2,521.0","Local Development","Miso-champinjoner","","","","Active","FALSE","TRUE","624","149","7.2","1.1","14.9","3.6"
"FE4042A","CON-40-143734-4","CON-00-147895-2","CON-00-136717-3","Pork tenderloin and Mediterranean mash","with spinach, sun-dried tomatoes and green beans with pine nuts","Varkenshaas & Mediterrane stamppot","met spinazie, zongedroogde tomaat en sperziebonen met pijnboompitten","Svinemørbrad og middelhavsinspireret kartoffelmos ","Schweinefilet auf mediterranem Püree","565109","","FA-NL Varkenshaas & Mediterrane stamppot (FE4042)","FA-NO Svinemørbrad og middelhavsinspireret kartoffelmos (FE4042)","FA-DE Schweinefilet auf mediterranem Püree (FE4042)","Active","","€4.95","","","","","FALSE","414","489.0","24.40","4.6","29.0","7.5","12.0","31.90","1.95","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Potato Mash","Green Beans","","Pine nuts","Year Round","Mediterranean","","2 CT","FALSE","€2.53","€1.17","€0.36","€0.89","3.23","3.16","3.19","163","FALSE","2,045.0","Local Development","Fläskfilé med medelhavsinspirerat mos ","3.44","3.16","","Active","FALSE","FALSE","494","118","5.9","1.1","7.0","1.8"
"FE4043A","CON-40-143727-4","CON-00-147897-2","CON-00-136720-3","Beef in tomato ragout","with potato wedges and broccoli","Rundvlees in tomatenragout","met aardappelparten en broccoli","Oksekød i tomatragout ","Rindfleisch-Tomaten-Ragout","565110","","FA-NL Rundvlees in tomatenragout (FE4043)","FA-NO Oksekød i tomatragout (FE4043)","FA-DE Rindfleisch in Tomaten-Ragout (FE4043)","Active","","€4.49","","","","","TRUE","444","524.0","19.10","6.2","36.9","14.2","12.9","44.00","2.00","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Shredded beef","Beef","Shredded","Potato Non-Mash","Broccoli","Tomato Based Sauce","","Year Round","Italian","","2 CT","FALSE","€2.12","€1.12","€0.36","€0.89","3.08","3.61","3.46","177","FALSE","2,202.0","Frankenstein","Nötkött i tomatragu ","3.48","3.80","","Active","FALSE","FALSE","496","118","4.3","1.4","8.3","3.2"
"FE4046A","CON-40-143721-4","CON-00-147899-2","CON-00-136724-3","Creamy pumpkin risotto","with sage and roasted green beans","Romige pompoenrisotto","met salie en geroosterde sperziebonen","Cremet græskarrisotto ","Cremiges Kürbisrisotto","565114","","FA-NL Romige pompoenrisotto (FE4046)","FA-NO Cremet græskarrisotto (FE4046)","FA-DE Cremiges Kürbisrisotto (FE4046)","Active","","€3.19","","","","","TRUE","426","552.0","23.70","5.3","62.9","7.4","11.0","15.80","2.00","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Risotto","Risotto","Pumpkin ","Green Beans","Pumpkin seeds","Fall/Winter","Italian","","2 CT","FALSE","€0.82","€1.12","€0.36","€0.89","#REF!","#REF!","#REF!","213","FALSE","2,312.0","Local Development","Krämig pumparisotto ","","","","Active","FALSE","FALSE","543","130","5.6","1.3","14.8","1.7"
"FE4050A","CON-40-143723-4","CON-00-147903-2","CON-00-137312-2","Beef & black bean bowl","with coriander, rice and corn","Rundergehakt & zwarte bonen bowl","met koriander, rijst en maïs","Bowl med oksekød og sorte bønner","Rindfleisch-Bohnen-Bowl","565125","HF Gehakt en zwarte bonen bowl","FA-NL Rundergehakt & zwarte bonen bowl (FE4050)","FA-NO Bowl med oksekød og sorte bønner (FE4050)","FA-DE Rindfleisch & Schwarze Bohnen Bowl (FE4050)","Active","","€4.49","","","","","TRUE","434","528.0","19.00","5.5","58.9","12.8","12.3","24.40","2.01","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Ground beef","Beef","Ground","Rice","Corn Kernels","Mixed Beans","","Year Round","Mexican","","2 CT","FALSE","€2.12","€1.12","€0.36","€0.89","3.30","3.22","3.15","178","FALSE","2,216.0","Frankenstein","Bowl med nötkött och svarta bönor ","3.33","3.40","","Active","FALSE","FALSE","510","122","4.5","1.3","13.6","3.0"
"FE4051A","CON-40-143692-4","CON-00-151283-2","CON-00-137456-2","Tomato-mozzarella chicken","with courgette spaghetti and green beans ","Kipfilet tomaat-mozzarella","met courgettespaghetti en sperziebonen","Tomat- og mozzarella kylling","Tomate-Mozzarella-Hähnchen","565126","HF Kip tomatensaus mozzarella","FA-NL Kipfilet tomaat-mozzarella (FE4051)","FA-NO Tomat- og mozzarella kylling (FE4051)","FA-DE Tomate-Mozzarella-Hähnchen (FE4051)","Active","","€5.21","","","","","TRUE","426","567.0","38.00","13.5","14.1","9.9","8.6","36.40","2.04","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Zucchini Noodles","Green Beans","Tomato Based Sauce","Cheese","Year Round","Italian","","2 CT","FALSE","€2.84","€1.12","€0.36","€0.89","3.04","3.13","3.12","234","FALSE","2,360.0","Frankenstein","Tomat- och mozzarellakyckling ","3.32","2.83","","Active","FALSE","FALSE","554","133","9.0","3.2","3.3","2.3"
"FE4063A","CON-40-143712-4","CON-00-147906-2","CON-00-138996-2","Cheddar pulled beef","with bell pepper and smokey cauliflower florets","Pulled beef met cheddar","met paprika en smokey bloemkoolroosjes","Pulled beef med cheddar","Cheddar Pulled Beef","565136","","FA-NL Pulled beef met cheddar (FE4063)","FA-NO Pulled beef med cheddar (FE4063)","FA-DE Cheddar Pulled Beef (FE4063)","Hold - Rework","","€5.02","","","","","TRUE","384","677.0","46.40","23.5","16.0","11.0","5.0","46.40","2.00","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded beef","Beef","Pulled","Cauliflower Florets","Pepper Mix","Cheese","","Year Round","American","","2 CT","FALSE","€2.65","€1.12","€0.36","€0.89","3.30","3.33","3.21","164","FALSE","2,834.0","US","","3.33","3.27","","Active","FALSE","FALSE","","","","","",""
"FE4055A","CON-40-143694-4","CON-00-147905-2","CON-00-138291-2","Lemon-garlic chicken","with cauliflower puree, green beans and almonds","Knoflook-citroen kipfilet","met bloemkoolpuree, sperziebonen en amandel","Citron- og hvidløgskylling","Zitronen-Knoblauch-Hähnchen","565133","","FA-NL Knoflook-citroen kipfilet (FE4055)","FA-NO Citron- og hvidløgskylling (FE4055)","FA-DE Zitronen-Knoblauch-Hähnchen (FE4055)","Active","","€4.79","","","","","TRUE","392","701.0","54.20","28.1","12.1","8.4","9.0","36.20","2.00","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Cauliflower Mash","Green Beans","Nuts","Compound Butter","Year Round","American","","2 CT","FALSE","€2.42","€1.12","€0.36","€0.89","3.28","3.13","3.12","214","FALSE","2,907.0","Frankenstein","Citron- och vitlökskyckling ","3.32","2.83","","Proven","FALSE","FALSE","742","179","13.8","7.2","3.1","2.1"
